642,192
681,204
717,222
744,219
753,225
741,279
762,288
798,297
780,309
786,321
762,342
741,342
684,297
654,297
645,321
597,309
573,294
573,285
576,240
564,234
693,366
696,402
717,411
798,471
774,516
732,471
711,468
723,537
840,600
792,591
765,585
780,591
762,600
750,597
741,597
696,570
678,561
666,606
651,582
630,609
585,600
612,483
633,480
666,459
681,426
630,423
639,396
594,408
573,471
558,495
564,531
567,543
543,564
534,537
525,501
492,522
468,555
495,561
447,567
456,579
462,606
426,597
375,597
363,603
381,543
402,534
393,519
417,504
429,519
444,501
447,513
447,468
483,477
492,444
447,441
423,423
369,477
486,405
546,411
543,384
561,366
513,357
504,351
543,324
516,312
504,279
516,273
477,273
534,162
522,156
525,21
462,33
435,30
420,21
393,30
363,30
318,33
420,108
444,126
459,123
438,153
453,183
411,198
423,234
408,252
405,258
384,264
417,300
438,312
375,222
354,246
336,204
321,153
279,102
288,81
129,39
90,30
81,30
60,30
126,84
135,99
102,114
111,126
159,153
171,189
177,198
171,213
150,198
120,204
123,177
246,234
225,258
213,264
285,243
294,270
336,312
360,300
366,381
336,387
345,420
309,438
285,447
270,402
270,390
282,378
270,354
210,303
201,300
213,330
159,285
168,315
120,282
114,324
132,336
75,255
18,219
27,267
51,309
66,300
81,333
87,366
84,384
102,390
108,393
129,420
204,360
204,366
237,393
222,417
240,480
261,504
291,537
279,579
252,588
237,606
210,600
180,600
189,621
168,558
231,543
186,519
210,480
144,468
159,447
114,465
96,510
57,453
15,492
24,447
18,393
3,408
2247,669
2280,639
2283,666
2256,627
2205,657
2241,723
2292,726
2274,795
2274,804
2235,825
2250,876
2247,897
2283,939
2277,1053
2277,1089
2274,1152
2280,1167
2256,1149
2256,1110
2208,1143
2178,1143
2205,1089
2217,1041
2223,1035
2148,1089
2160,1047
2193,1002
2217,975
2208,912
2190,885
2169,858
2178,822
2148,825
2136,813
2169,741
2157,708
2145,690
2130,618
2061,624
2043,711
2064,702
2076,717
2082,750
2082,759
2067,750
2004,693
2001,681
1965,684
1971,648
1977,603
1938,636
1908,651
1896,633
1869,615
1857,633
1800,651
1803,672
1794,612
1815,603
1722,669
1731,723
1758,723
1764,717
1776,738
1809,744
1797,762
1884,714
1893,705
1899,741
1938,750
1992,786
2037,840
2115,924
2151,936
2124,978
2124,1005
2112,1068
2094,1080
2121,1149
2127,1182
2091,1164
2181,1188
2040,1098
2028,1068
2028,1101
2091,990
2070,966
2085,930
1992,948
2031,912
2040,903
2025,879
1965,951
1968,969
1998,1008
2001,1059
1971,1080
1965,1065
1944,1047
1962,1113
1956,1143
1989,1173
1899,1167
1863,1173
1833,1176
1902,1119
1887,1095
1848,1083
1815,1098
1890,1047
1857,1038
1854,1020
1842,1041
1836,1008
1809,990
1749,999
1770,1005
1764,984
1755,972
1731,960
1761,954
1728,948
1728,912
1788,897
1803,936
1815,951
1827,948
1872,933
1881,909
1866,873
1923,855
1938,858
1965,822
1944,798
1863,810
1839,828
1797,810
1698,693
1671,744
1617,765
1611,816
1629,855
1656,876
1623,882
1566,858
1611,651
1599,621
1563,723
1518,630
1527,696
1506,651
1497,627
1455,621
1461,633
1452,645
1431,657
1452,666
1467,678
1497,732
1503,750
1473,729
1449,768
1443,822
1410,762
1395,753
1413,723
1371,669
